EventId;ProcessId;EventType;Severity;EventDescription;KB_URL
CHASSISD_PSD_RELEASE_MASTERSHIP;LOG_DAEMON;Undefined;4;Backup Routing Engine on PSD became master;Undefined
CHASSISD_PSM_NOT_OK;LOG_DAEMON;Undefined;3;chassisd detected PSM error condition;Undefined
CHASSISD_PSM_NOT_OK_1;LOG_DAEMON;Undefined;3;chassisd detected PSM error condition;Undefined
CHASSISD_PSM_TRIP;LOG_DAEMON;Undefined;3;PSM was tripped;Undefined
CHASSISD_RANGE_CHECK;LOG_DAEMON;Undefined;2;Value was outside valid range;Undefined
CHASSISD_RECONNECT_SUCCESSFUL;LOG_DAEMON;Undefined;4;chassisd reconnected after soft restart;Undefined
CHASSISD_RELEASE_MASTERSHIP;LOG_DAEMON;Undefined;4;Master Routing Engine released mastership;Undefined
CHASSISD_RE_CONSOLE_FE_STORM;LOG_DAEMON;Undefined;2;Console FE storm detected on Routing Engine;Undefined
CHASSISD_RE_CONSOLE_ME_STORM;LOG_DAEMON;Undefined;2;Console ME storm detected on Routing Engine;Undefined
CHASSISD_RE_INIT_INVALID_RE_SLOT;LOG_DAEMON;Undefined;2;Specified Routing Engine slot was invalid;Undefined
CHASSISD_RE_WARM_TEMP_CONDITION;LOG_DAEMON;Undefined;2;Routing Engine temperature exceeded lower threshold;Undefined
CHASSISD_ROOT_MOUNT_ERROR;LOG_DAEMON;Undefined;2;chassisd could not find file system root;Undefined
CHASSISD_RTS_SEQ_ERROR;LOG_DAEMON;Undefined;3;Routing socket message was out of order;Undefined
CHASSISD_SBOARD_VERSION_MISMATCH;LOG_DAEMON;Undefined;2;chassisd encountered an unexpected version from an SBOARD;Undefined
CHASSISD_SENSOR_RANGE_NOTICE;LOG_DAEMON;Undefined;3;FRU temperature was outside operating range;Undefined
CHASSISD_SERIAL_ID;LOG_DAEMON;Undefined;3;chassisd could not obtain Routing Engine serial ID;Undefined
CHASSISD_SFC_FPM_CHCFG_WARNING;LOG_DAEMON;Undefined;3;Front Panel Dial Switch settings changed on SFC;Undefined
CHASSISD_SFM_MODE_ERROR;LOG_DAEMON;Undefined;4;chassisd could not set operational mode for SFM;Undefined
CHASSISD_SFM_NOT_ONLINE;LOG_DAEMON;Undefined;2;SFM was offline;Undefined
CHASSISD_SIGPIPE;LOG_DAEMON;Undefined;4;chassisd got signal indicating pipe error;Undefined
CHASSISD_SMB_ERROR;LOG_DAEMON;Undefined;2;FPGA download failed;Undefined
CHASSISD_SNMP_TRAP1;LOG_DAEMON;Undefined;4;chassisd generated SNMP trap;Undefined
CHASSISD_SNMP_TRAP10;LOG_DAEMON;Undefined;4;chassisd generated SNMP trap;Undefined
CHASSISD_SNMP_TRAP6;LOG_DAEMON;Undefined;4;chassisd generated SNMP trap;Undefined
CHASSISD_SNMP_TRAP7;LOG_DAEMON;Undefined;4;chassisd generated SNMP trap;Undefined
CHASSISD_SPI_IOCTL_FAILURE;LOG_DAEMON;Undefined;2;ioctl() operation failed;Undefined
CHASSISD_SPMB_RESTART;LOG_DAEMON;Undefined;4;SPMB restarted;Undefined
CHASSISD_SPMB_RESTART_TIMEOUT;LOG_DAEMON;Undefined;2;Attempt to restart SPMB timed out;Undefined
CHASSISD_SSB_FAILOVERS;LOG_DAEMON;Undefined;3;Switching component failovers exceeded limit;Undefined
CHASSISD_STANDALONE_FPC_NOTICE;LOG_DAEMON;Undefined;3;chassisd was running in standalone FPC mode;Undefined
CHASSISD_SYSCTL_ERROR;LOG_DAEMON;Undefined;2;sysctl() operation generated error;Undefined
CHASSISD_TEMP_HOT_NOTICE;LOG_DAEMON;Undefined;2;FRU temperature was excessive;Undefined
CHASSISD_TERM_SIGNAL;LOG_DAEMON;Undefined;4;chassisd received termination signal;Undefined
CHASSISD_TIMER_CLR_ERR;LOG_DAEMON;Undefined;2;chassisd could not clear timeout timer;Undefined
CHASSISD_TIMER_ERR;LOG_DAEMON;Undefined;2;chassisd could not schedule timeout;Undefined
CHASSISD_UNEXPECTED_VALUE;LOG_DAEMON;Undefined;3;chassisd detected unexpected value;Undefined
CHASSISD_UNSUPPORTED_FPC;LOG_DAEMON;Undefined;2;Installed FPC was unsupported type;Undefined
CHASSISD_UNSUPPORTED_MODEL;LOG_DAEMON;Undefined;3;Chassis model was unsupported;Undefined
CHASSISD_UNSUPPORTED_PIC;LOG_DAEMON;Undefined;3;chassisd detected an unsupported PIC;Undefined
CHASSISD_UNSUPPORTED_PIC_MODE;LOG_DAEMON;Undefined;3;chassisd detected an unsupported mode for a PIC;Undefined
CHASSISD_UNSUPPORTED_SIB;LOG_DAEMON;Undefined;2;chassisd detected unsupported SIB type;Undefined
CHASSISD_VCHASSIS_CONVERT_ERROR;LOG_DAEMON;Undefined;2;Timeout waiting for port delete notification from fpc;Undefined
CHASSISD_VCHASSIS_LICENSE_ERROR;LOG_DAEMON;Undefined;2;Virtual-Chassis license is not installed;Undefined
CHASSISD_VERSION_MISMATCH;LOG_DAEMON;Undefined;2;chassisd encountered an unexpected version;Undefined
CHASSISD_VSERIES_LICENSE_ERROR;LOG_DAEMON;Undefined;2;Virtual Appliance license is not installed;Undefined
CHASSISD_ZONE_BLOWERS_SPEED;LOG_DAEMON;Undefined;4;Fan and impeller speed in a zone was normal;Undefined
CHASSISD_ZONE_BLOWERS_SPEED_FULL;LOG_DAEMON;Undefined;4;chassisd increased fan and impeller in a zone speed to maximum;Undefined
CHASSISD_ZONE_BLOWERS_SPEED_OFF;LOG_DAEMON;Undefined;4;Fan and impeller in a zone were off;Undefined
COSD_AGGR_CONFIG_INVALID;LOG_DAEMON;Undefined;2;Class-of-service config is not valid on this interface;Undefined
COSD_CHASSIS_SCHED_MAP_INVALID;LOG_DAEMON;Undefined;2;Chassis scheduler map was incorrectly applied;Undefined
COSD_CLASSIFIER_NO_SUPPORT_LSI;LOG_DAEMON;Undefined;2;Lsi interface does not support classifier;Undefined
COSD_CLASS_8021P_UNSUPPORTED;LOG_DAEMON;Undefined;3;IEEE-802.1 classifier is not supported on this interface;Undefined
COSD_CLASS_NO_SUPPORT_IFD;LOG_DAEMON;Undefined;2;Rewrite config is not supported on this interface with Ethernet switching;Undefined
COSD_CLASS_NO_SUPPORT_L3_IFL;LOG_DAEMON;Undefined;2;Rewrite is not supported on this logical interface;Undefined
COSD_CONF_OPEN_FAILURE;ANY;Undefined;2;cosd could not read configuration;Undefined
COSD_DB_OPEN_FAILED;LOG_DAEMON;Undefined;2;cosd could not read configuration;Undefined
COSD_EXACT_RATE_UNSUPP_INTERFACE;LOG_DAEMON;Undefined;2;Interface does not support exact transmission rate;Undefined
COSD_EXACT_RATE_UNSUPP_SESSION;LOG_DAEMON;Undefined;2;Exact transmission rate not applied to L2TP session;Undefined
COSD_EXP_RW_L2_IFL_NOT_SUPPORTED;LOG_DAEMON;Undefined;2;EXP rewrite is not supported on L2 logical interface;Undefined
COSD_FRAGMENTATION_MAP_CONFLICT;LOG_DAEMON;Undefined;3;Fragmentation map was invalid for compression device;Undefined
COSD_HIGH_PRIO_QUEUES_INTERFACE;LOG_DAEMON;Undefined;2;Multiple schedulers for interface have high-level priority;Undefined
COSD_HIGH_PRIO_QUEUES_SESSION;LOG_DAEMON;Undefined;2;Multiple schedulers for L2TP session have high-level priority;Undefined
COSD_IFD_OUTPUT_SHAPING_RATE_ERR;LOG_DAEMON;Undefined;2;Shaping rate not supported by interface;Undefined
COSD_IFD_SHAPER_ERR;LOG_DAEMON;Undefined;2;Shaping rate not supported by interface;Undefined
COSD_INTERFACE_NO_MEDIA;LOG_DAEMON;Undefined;2;Interface message did not include media information;Undefined
COSD_L2TP_COS_NOT_CONFIGURED;LOG_DAEMON;Undefined;2;Session-aware CoS was not configured on interface;Undefined
COSD_L2TP_COS_NOT_SUPPORTED;LOG_DAEMON;Undefined;2;Interface does not support L2TP CoS;Undefined
COSD_L2TP_SHAPING_NOT_CONFIGURED;LOG_DAEMON;Undefined;2;Session shaping was not configured on interface;Undefined
COSD_LARGE_DELAY_BUFFER_INVALID;LOG_DAEMON;Undefined;2;Interface does not support large delay buffer;Undefined
COSD_MAX_FORWARDING_CLASSES_ABC;LOG_DAEMON;Undefined;3;Hardware supports maximum four forwarding class;Undefined
COSD_MPLS_DSCP_CLASS_NO_SUPPORT;LOG_DAEMON;Undefined;2;Interface does not support MPLS DSCP classifier;Undefined
COSD_MULTILINK_CLASS_CONFLICT;LOG_DAEMON;Undefined;3;Multilink class configuration exceeded limit;Undefined
COSD_NULL_INPUT_ARGUMENT;LOG_DAEMON;Undefined;2;Input argument to the function was NULL;Undefined
COSD_OUT_OF_DEDICATED_QUEUES;LOG_DAEMON;Undefined;3;Running out of dedicated queues available;Undefined
COSD_RATE_LIMIT_INVALID;LOG_DAEMON;Undefined;2;Configured rated limited queues are not valid;Undefined
COSD_RATE_LIMIT_NOT_SUPPORTED;LOG_DAEMON;Undefined;2;Interface does not support rate limiting;Undefined
COSD_REWRITE_RULE_LIMIT_EXCEEDED;ANY;Undefined;2;Too many rewrite rules applied to interface;Undefined
COSD_RL_IFL_NEEDS_SHAPING;LOG_DAEMON;Undefined;3;Rate-limit configured for ifl but no shaping rate specified;Undefined
COSD_SCHEDULER_MAP_CONFLICT;LOG_DAEMON;Undefined;2;Scheduler map configuration was incorrect;Undefined
COSD_SCHED_AVG_CONST_UNSUPPORTED;LOG_DAEMON;Undefined;3;Averaging constant not supported on interface;Undefined
COSD_SCHED_MAP_GROUP_CONFLICT;LOG_DAEMON;Undefined;2;Scheduler map configuration was incorrect;Undefined
COSD_SHAPER_GROUP_CONFLICT;LOG_DAEMON;Undefined;2;Shaping rate was incorrect;Undefined
COSD_STREAM_IFD_CREATE_FAILURE;LOG_DAEMON;Undefined;2;cosd could not create stream interface device;Undefined
COSD_TIMER_ERROR;LOG_DAEMON;Undefined;2;cosd did not set retry timer for rtsock operation;Undefined
COSD_TRICOLOR_ALWAYS_ON;LOG_DAEMON;Undefined;3;Tri-color marking is always enabled on this platform;Undefined
COSD_TRICOLOR_NOT_SUPPORTED;LOG_DAEMON;Undefined;2;Interface does not support tricolor marking;Undefined
COSD_TX_QUEUE_RATES_TOO_HIGH;LOG_DAEMON;Undefined;2;Queue transmission rates exceed interface rate;Undefined
COSD_UNKNOWN_CLASSIFIER;LOG_DAEMON;Undefined;3;cosd encountered unknown classifier type;Undefined
COSD_UNKNOWN_REWRITE;LOG_DAEMON;Undefined;3;cosd encountered unknown rewrite type;Undefined
DCD_AE_CONFIG_WARNING;LOG_DAEMON;Undefined;3;AE is not supported in OSE mode;Undefined
DCD_FWD_CLASS_ACC_NOT_SUPPORTED;LOG_DAEMON;Undefined;2;Forwarding class accounting is supported only on MPCs;Undefined
DCD_FWD_CLASS_ACC_NOT_SUPPORTED_IFL;LOG_DAEMON;Undefined;2;FL Forwarding class accounting on the logical interface is supported only on MPCs;Undefined
DCD_GRE_CONFIG_INVALID;LOG_DAEMON;Undefined;2;GRE tunnel configuration invalid for this interface;Undefined
DCD_GRE_CONFIG_NOT_SUPPORTED;LOG_DAEMON;Undefined;2;GRE tunnel configuration not supported for this interface;Undefined
DCD_MALLOC_FAILED_INIT;LOG_DAEMON;Undefined;2;dcd could not allocate memory during initialization;Undefined
DCD_PARSE_CFG_WARNING;ANY;Undefined;3;Configuration committed successfully with warnings.;Undefined
DCD_PARSE_EMERGENCY;LOG_DAEMON;Undefined;2;dcd encountered errors while parsing configuration file;Undefined
DCD_PARSE_ERROR_CLOCK;LOG_DAEMON;Undefined;3;Clocking configuration is not supported;Undefined
DCD_PARSE_ERROR_HIER_SCHEDULER;LOG_DAEMON;Undefined;3;Configured scheduler type is not supported;Undefined
DCD_PARSE_ERROR_IFLSET;LOG_DAEMON;Undefined;3;Configured interface-set is only supported for Enhanced Queuing DPC;Undefined
DCD_PARSE_ERROR_MAX_HIER_LEVELS;LOG_DAEMON;Undefined;3;Configured scheduler type is not supported;Undefined
DCD_PARSE_ERROR_MAX_HIER_LEVELS_2;LOG_DAEMON;Undefined;3;Configured scheduler type is not supported;Undefined
DCD_PARSE_ERROR_SCHEDULER;LOG_DAEMON;Undefined;3;Configured scheduler type is not supported;Undefined
DCD_PARSE_ERROR_SCHEDULER_LIMIT;LOG_DAEMON;Undefined;3;per-unit-scheduler configured on unsupported number of interfaces;Undefined
DCD_PARSE_ERROR_VLAN_TAGGING;LOG_DAEMON;Undefined;3;Configured VLAN tagging type is not supported;Undefined
DCD_PARSE_MINI_EMERGENCY;LOG_DAEMON;Undefined;2;dcd encountered errors while parsing configuration overlay;Undefined
DCD_PARSE_WARN_IDENTICAL_SUBNET;LOG_DAEMON;Undefined;3;The subnets are identical/overlapping for configured IP addresses. This is not correct.;Undefined
DCD_PARSE_WARN_INCOMPATIBLE_CFG;ANY;Undefined;3;DCD has found config statements which will not be supported in future;Undefined
DCD_RLT_CONFIG_UNSUPPORTED;LOG_DAEMON;Undefined;2;Member interface of rLT is not on a supported platform;Undefined
DDOS_PROTOCOL_VIOLATION_CLEAR;LOG_DAEMON;Undefined;3;ddos protection detected that the traffic for a violated protocol has returned to normal;Undefined
DDOS_PROTOCOL_VIOLATION_SET;LOG_DAEMON;Undefined;3;ddos protection detected a control traffic bandwidth violation;Undefined
DDOS_RTSOCK_FAILURE;LOG_DAEMON;Undefined;2;ddos protection experienced socket error;Undefined
DDOS_SCFD_FLOW_AGGREGATED;LOG_DAEMON;Undefined;3;ddos protection aggregated flows;Undefined
DDOS_SCFD_FLOW_CLEARED;LOG_DAEMON;Undefined;3;ddos protection cleared a monitored flow;Undefined
DDOS_SCFD_FLOW_DEAGGREGATED;LOG_DAEMON;Undefined;3;ddos protection aggregated flows;Undefined
DDOS_SCFD_FLOW_FOUND;LOG_DAEMON;Undefined;3;ddos protection detected a violating flow;Undefined
DDOS_SCFD_FLOW_RETURN_NORMAL;LOG_DAEMON;Undefined;3;ddos protection detected that a monitored flow has returned to normal;Undefined
DDOS_SCFD_FLOW_TIMEOUT;LOG_DAEMON;Undefined;3;ddos protection timed out a monitored flow;Undefined
DFCD_FTAP_PIC_UNSUPPORTED;LOG_DAEMON;Undefined;2;PIC does not support flow-tap service;Undefined
DFCD_LI_NEXT_HOP_ADD_FAILED;LOG_DAEMON;Undefined;2;dfcd could not add subscriber li next hop;Undefined
DFCD_NEXT_HOP_ADD_FAILED;LOG_DAEMON;Undefined;2;dfcd could not add service next hop;Undefined
DFCD_NEXT_HOP_DELETE_FAILED;LOG_DAEMON;Undefined;2;dfcd could not delete service next hop;Undefined
DFCD_SAMPLE_CLASS_ADD_FAILED;LOG_DAEMON;Undefined;2;dfcd could not add sample class;Undefined
DFCD_SAMPLE_CLASS_DELETE_FAILED;LOG_DAEMON;Undefined;2;dfcd could not delete service next hop;Undefined
DFWD_MALLOC_FAILED_INIT;LOG_DAEMON;Undefined;2;DFWD failed to malloc memory during initialization;Undefined
DFWD_PARSE_FILTER_EMERGENCY;LOG_DAEMON;Undefined;2;dfwd encountered errors while parsing filter index file;Undefined
DFWD_POLICER_LIMIT_EXCEEDED;LOG_DAEMON;Undefined;2;Number of interface policers exceeds maximum allowed;Undefined
DHCPD_BIND_FAILURE;LOG_AUTH;Undefined;2;dhcpd could not bind address to socket;Undefined
DHCPD_DEGRADED_MODE;LOG_AUTH;Undefined;2;dhcpd began running in degraded mode after an error;Undefined
DHCPD_MEMORY_ALLOCATION_FAILURE;LOG_AUTH;Undefined;2;dhcpd could not allocate memory;Undefined
DHCPD_OPTION_HOST_NAME;LOG_AUTH;Undefined;4;dhcpd received a DHCPACK packet with the Host Name option set;Undefined
DHCPD_OPTION_LOG_SERVER;LOG_AUTH;Undefined;4;dhcpd received a DHCPACK packet with the Log Server option set;Undefined
DHCPD_OPTION_NTP_SERVER;LOG_AUTH;Undefined;4;dhcpd received a DHCPACK packet with the NTP Server option set;Undefined
DHCPD_OVERLAY_CONFIG_FAILURE;LOG_AUTH;Undefined;2;dhcpd could not open overlay configuration;Undefined
DHCPD_OVERLAY_PARSE_FAILURE;LOG_AUTH;Undefined;2;dhcpd could not parse its overlay configuration;Undefined
DHCPD_RECVMSG_FAILURE;LOG_AUTH;Undefined;2;dhcpd could not receive data;Undefined
DHCPD_RTSOCK_FAILURE;LOG_AUTH;Undefined;4;dhcpd experienced socket error;Undefined
DHCPD_SENDMSG_FAILURE;LOG_AUTH;Undefined;2;dhcpd could not send data via interface and routing instance;Undefined
DHCPD_SENDMSG_NOINT_FAILURE;LOG_AUTH;Undefined;2;dhcpd could not send data via routing instance;Undefined
DHCPD_SETSOCKOPT_FAILURE;LOG_AUTH;Undefined;2;dhcpd could not set socket option;Undefined
DHCPD_SOCKET_FAILURE;LOG_AUTH;Undefined;2;dhcpd could not create socket;Undefined
FLOW_APP_POLICY_VIOLATION;LOG_PFE;Undefined;4;Application policy violation;Undefined
FLOW_DSTIP_POLICY_VIOLATION;LOG_PFE;Undefined;4;Destination IP address policy violation;Undefined
FLOW_HIGH_WATERMARK_TRIGGERED;LOG_USER;Undefined;4;Early aging triggered due to high watermark.;Undefined
FLOW_HIGH_WATERMARK_TRIGGERED_LS;LOG_USER;Undefined;4;Early aging triggered due to high watermark.;Undefined
FLOW_IP_ACTION;LOG_PFE;Undefined;4;Flow IP action notification;Undefined
FLOW_IP_ACTION_LS;LOG_PFE;Undefined;4;Flow IP action notification;Undefined
FLOW_LOW_WATERMARK_TRIGGERED;LOG_USER;Undefined;4;Early aging stopped due to low watermark.;Undefined
FLOW_LOW_WATERMARK_TRIGGERED_LS;LOG_USER;Undefined;4;Early aging stopped due to low watermark.;Undefined
FLOW_POLICY_VIOLATION;LOG_PFE;Undefined;4;A policy match violation detected;Undefined
FLOW_REASSEMBLE_FAIL;LOG_PFE;Undefined;4;Fragment control block ageout before all fragments arrive;Undefined
FLOW_REASSEMBLE_SUCCEED;LOG_PFE;Undefined;4;Fragments reassemble succeed;Undefined
FLOW_SRCIP_POLICY_VIOLATION;LOG_PFE;Undefined;4;Source IP address policy violation;Undefined
L2ALD_BD_NAME_RESTRICTION;LOG_DAEMON;Undefined;3;BD name restriction;Undefined
L2ALD_DUPLICATE_RBEB_MAC;LOG_DAEMON;Undefined;2;This RBEB Mac exists on another PBBN;Undefined
L2ALD_FREE_MAC_FAILED;LOG_DAEMON;Undefined;3;MAC Free failed - still in an active list;Undefined
L2ALD_GENCFG_OP_FAILED;LOG_DAEMON;Undefined;2;l2ald could not complete gencfg operation;Undefined
L2ALD_IFBD_COUNT_EXCEED;LOG_DAEMON;Undefined;2;Exceeded max number of vmember or ifbd supported on this paltform;Undefined
L2ALD_IPC_MESSAGE_ERROR;LOG_DAEMON;Undefined;2;Error in IPC message;Undefined
L2ALD_IPC_MESSAGE_INVALID;LOG_DAEMON;Undefined;2;l2ald received invalid message;Undefined
L2ALD_IPC_MESSAGE_SEND_FAILED;LOG_DAEMON;Undefined;3;l2ald could not send message to peer;Undefined
L2ALD_MAC_LIMIT_EXCEEDED_BLOCK;LOG_DAEMON;Undefined;2;Learned-address limit exceeded for interface;Undefined
L2ALD_MAC_LIMIT_EXCEEDED_IF;LOG_DAEMON;Undefined;2;Learned-address limit exceeded for interface;Undefined
L2ALD_MAC_LIMIT_EXCEEDED_IFBD;LOG_DAEMON;Undefined;2;Learned-address limit exceeded for interface;Undefined
L2ALD_MAC_LIMIT_REACHED_BD;LOG_DAEMON;Undefined;2;Learned-address limit reached for bridge-domain;Undefined
L2ALD_MAC_LIMIT_REACHED_GLOBAL;LOG_DAEMON;Undefined;3;Learned-address limit reached for router;Undefined
L2ALD_MAC_LIMIT_REACHED_IF;LOG_DAEMON;Undefined;3;Learned-address limit reached for interface;Undefined
L2ALD_MAC_LIMIT_REACHED_IFBD;LOG_DAEMON;Undefined;3;Learned-address limit reached for interface;Undefined
L2ALD_MAC_LIMIT_REACHED_RTT;LOG_DAEMON;Undefined;2;Learned-address limit reached for routing-instance;Undefined
L2ALD_MAC_LIMIT_RESET_BD;LOG_DAEMON;Undefined;3;More MAC addresses can be added for domain or instance;Undefined
L2ALD_MAC_LIMIT_RESET_GLOBAL;LOG_DAEMON;Undefined;3;More MAC addresses can be added for router;Undefined
L2ALD_MAC_LIMIT_RESET_IF;LOG_DAEMON;Undefined;3;More MAC addresses can be added for interface;Undefined
L2ALD_MAC_LIMIT_RESET_RTT;LOG_DAEMON;Undefined;3;More MAC addresses can be added for bridge-domain;Undefined
L2ALD_MAC_MOVE_EXCEEDED_BD;LOG_DAEMON;Undefined;2;MAC moves exceeded for the BD in the system;Undefined
L2ALD_MAC_MOVE_NOTIFICATION;LOG_DAEMON;Undefined;3;MAC addresses have moved in the system;Undefined
L2ALD_MAC_MOVE_NOTIF_ACTION;LOG_DAEMON;Undefined;4;MAC Move action related detailed information;Undefined
L2ALD_MAC_MOVE_NOTIF_EXTENSIVE;LOG_DAEMON;Undefined;3;MAC address related detailed information in the system;Undefined
L2ALD_MALLOC_FAILED;LOG_DAEMON;Undefined;2;l2ald could not allocate memory;Undefined
L2ALD_MANAGER_CONNECT;LOG_DAEMON;Undefined;2;l2ald could not create IPC pipe to manager;Undefined
L2ALD_NAME_LENGTH_IF_DEVICE;LOG_DAEMON;Undefined;2;Interface device name was too long;Undefined
L2ALD_NAME_LENGTH_IF_FAMILY;LOG_DAEMON;Undefined;2;Interface family name was too long;Undefined
L2ALD_NAME_LENGTH_IF_LOGICAL;LOG_DAEMON;Undefined;2;Logical interface name was too long;Undefined
L2ALD_PBBN_IFL_REVA;LOG_DAEMON;Undefined;3;l2ald could not start Provider Backbone Bridging (PBB) feature on Rev-A card;Undefined
L2ALD_PBBN_REINSTATE_IFBDS;LOG_DAEMON;Undefined;3;l2ald reinstated the hardware vc entries;Undefined
L2ALD_PBBN_RETRACT_IFBDS;LOG_DAEMON;Undefined;3;l2ald retracted the hardware vc entries;Undefined
L2ALD_ST_CTL_DISABLED;LOG_DAEMON;Undefined;2;Storm control disabled an interface;Undefined
L2ALD_ST_CTL_ENABLED;LOG_DAEMON;Undefined;2;Storm control cleared from an interface;Undefined
L2ALD_ST_CTL_IN_EFFECT;LOG_DAEMON;Undefined;2;Storm control in effect an interface;Undefined
L2CPD_KERNEL_VERSION;LOG_DAEMON;Undefined;2;Kernel did not support needed routing sockets;Undefined
L2CPD_KERNEL_VERSION_OLD;LOG_DAEMON;Undefined;2;Routing socket message type versions differed for kernel and l2cpd;Undefined
L2CPD_KERNEL_VERSION_UNSUPP;LOG_DAEMON;Undefined;2;Kernel does not support routing socket message type;Undefined
L2CPD_MIRROR_ERROR;LOG_DAEMON;Undefined;3;l2cpd could not initialize mirror subsystem;Undefined
L2CPD_MIRROR_VERSION_MISMATCH;LOG_DAEMON;Undefined;3;Mirror versions were incompatible on Routing Engines;Undefined
L2CPD_PPM_READ_ERROR;LOG_DAEMON;Undefined;2;l2cpd could not read on pipe from ppmd;Undefined
L2CPD_XSTP_SHUTDOWN_FAILED;LOG_DAEMON;Undefined;2;l2cpd could not shut down xSTP module;Undefined
LACPD_MEMORY_ALLOCATION_FAILED;LOG_DAEMON;Undefined;2;lacpd could not allocate memory;Undefined
LACPD_TIMEOUT;LOG_DAEMON;Undefined;4;lacp timer expired;Undefined
LACP_INTF_DOWN;LOG_DAEMON;Undefined;4;The interface marked down;Undefined
LFMD_3AH_LINKDOWN;LOG_AUTH;Undefined;4;802.3ah link-fault status changed to fault;Undefined
LFMD_3AH_LINKUP;LOG_AUTH;Undefined;4;802.3ah link-fault status changed to good;Undefined
